id,source,language,task1,task2,clean_text
239,twitter,en,0,non-sexist,dont like driving in other peoples cars because it makes me think took man hostage when actually took woman hostage
240,twitter,en,0,non-sexist,federal inaction has been especially devastating to women especially black latinx amp other workers of color who have been hit hardest during this crisis and immigrant workers who were cruelly excluded from federal relief packages take action
241,twitter,en,0,non-sexist,probably wont be the only ones support equality between the races but not this movement so its no surprise for me to be continued
242,twitter,en,1,ideological-inequality,youre so triggered and woke see well there feminazi heres something to chew on how about simple thank you when you get tip some man gives you more than decent tip and youre comment is he wants to fuck me youre heart is hateful enjoy the single life
243,twitter,en,1,ideological-inequality,told them support feminism but the one with genuity that which not the one which disparage men unnecessarilythey still misconstrued me amp are hating on me what to do
244,twitter,en,0,non-sexist,this situation is not just one mans fault the whole brexit project is poison so not only johnson to blame but the whole conservative govt plus all the tory who voted for it plus brexit campaigners like farage plus brexit backers arron banks etc
245,twitter,en,0,non-sexist,them but from the clubs perspective they have not gone out and poked funbantered because she is woman they have done it because she is pundit and had go at their achievement fair game equal treatment
246,twitter,en,0,non-sexist,the ones that deserve itjason firmly shook the mans hands as they introduced themselvesit gets the job done quick and efficiently
247,twitter,en,0,non-sexist,sheep need to follow man is little food doesnt matter if their following to slaughter house watch and see
248,twitter,en,1,ideological-inequality,feminism is cancer happy new year
249,twitter,en,1,objectification,yall are so beautiful how did she let you wear that cloth with that sliti cannot relate this woman would spank ass
250,twitter,en,1,sexual-violence,reminds me of that one time got ass groped at grocery store the there and when started insulting him and screaming at him the girl who was with me sum distant cousin of the people was staying with got surprised cuz apparently was asking for it
251,twitter,en,0,non-sexist,wife and went on ride along and serve christmas cookies to local sheriffs department tonight they have to work on christmas eve then figure they deserve some christmas cheer thank you to all the men and women in uniform who dont get holidays off
252,twitter,en,1,misogyny-non-sexual-violence,me when hate women yawn
253,twitter,en,0,non-sexist,dont let the ladies know
254,twitter,en,1,stereotyping-dominance,no you look like someone who uses kitchen
255,twitter,en,0,non-sexist,misogyny do the thing and then tell the women they cant do the thing
256,twitter,en,1,objectification,the first one that springs to mind is someone knew in high school and she doesnt not fit the eeeeevil cock carousel riding harpy stereotype even outwardly she was bit frumpy and social outcast mostly feel bad for her
257,twitter,en,0,non-sexist,there are few choices in that tier list that are bit questionable to me but hey opinions for one would not place thorr with her whole leggy out so lowand you know gotta stand for girl peony and bump her up fewhels getting knocked straight to the bottom
258,twitter,en,0,non-sexist,leave black women out this shit yamhead we dont have to do with you lot
259,twitter,en,0,non-sexist,our pretty gift wrapped shawls for women and girls are just as adorable in real life
260,twitter,en,0,non-sexist,shiro cant find it its that one edit with this thats really funny and posts about how his ick isnt even big while pica of him manspreading is being shown dammit loved that one
261,twitter,en,1,sexual-violence,love to sodomize you can preform analingus first
262,twitter,en,0,non-sexist,would like to fuck
263,twitter,en,0,non-sexist,men lying to get sex is so normalised its just part of the game women are seen as stupid for falling for it so we have to be hypervigilant at all times but when the rare genuine guy gets denied cuz we have to be overly cautious its our fault for not giving men chance
264,twitter,en,0,non-sexist,when the facts are against you pound the lawwhen the law is against you pound the factswhen both are against you pound the tablewhen even the table is against you its time to go
265,twitter,en,1,ideological-inequality,these women gotta be masochist to deal with future you know that man dont care about shit but yet and still
266,twitter,en,1,stereotyping-dominance,gold digger plis
267,twitter,en,1,stereotyping-dominance,you are an embarrassment to women and acted like stereotypical teenage girl in todays hearing debunked was the best you had
268,twitter,en,1,sexual-violence,lmfao crying she bet not cock block
269,twitter,en,0,non-sexist,obsessed the blond girl tho all of them in fact
270,twitter,en,0,non-sexist,you are no more celtic fan than ignorant cunt who displays ideals that are polar opposite to this great club respected throughout the world not only for the football but for their absolute promotion of social justice so fuck off
